endpoint	endpoint_label	match_scope	match_scope_label	top_type	cutoff	ranking_method	ranking_label	ranking_column	ranking_direction	n_patients	median_delta_hit_rate_vs_ic50	mean_delta_hit_rate_vs_ic50	median_delta_hits_vs_ic50	sum_delta_hits_vs_ic50	patients_better_than_ic50	patients_same_as_ic50	patients_worse_than_ic50	median_method_hit_rate	median_ic50_hit_rate
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	60	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.0010830316532070916	0.0	-1	3	25	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	60	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.004565598469107241	0.0	2	3	25	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	60	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.004694945982760589	0.0	2	4	23	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	60	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.004374433162247769	0.0	1	3	24	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	60	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.005889782891883213	0.0	4	4	25	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	percent	60	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	-0.0004883011052484031	0.0	0	4	24	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	10	borda	Borda	Borda_Rank	lower_better	30	0.0	0.006666666666666667	0.0	2	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	10	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.010000000000000002	0.0	3	2	28	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	10	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.0033333333333333335	0.0	1	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	10	net_degree	Network degree	Net_Degree	higher_better	30	0.0	0.006666666666666667	0.0	2	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	10	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.006666666666666667	0.0	2	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	10	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.006666666666666667	0.0	2	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	10	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.006666666666666667	0.0	2	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	10	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0033333333333333335	0.0	1	1	29	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	20	borda	Borda	Borda_Rank	lower_better	30	0.0	0.0	0.0	0	1	28	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	20	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.0	0.0	0	1	28	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	20	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.0033333333333333335	0.0	2	3	26	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	20	net_degree	Network degree	Net_Degree	higher_better	30	0.0	-0.0016666666666666668	0.0	-1	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	20	net_impact	Network impact	Net_Impact	higher_better	30	0.0	0.0	0.0	0	1	28	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	20	net_strength	Network strength	Net_Strength	higher_better	30	0.0	0.0	0.0	0	1	28	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	20	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	0.0	0.0	0	1	28	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	20	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0016666666666666668	0.0	1	2	27	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	30	borda	Borda	Borda_Rank	lower_better	30	0.0	-0.0022222222222222222	0.0	-2	0	28	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	30	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	-0.0011111111111111111	0.0	-1	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	30	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	-0.0022222222222222222	0.0	-2	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	30	net_degree	Network degree	Net_Degree	higher_better	30	0.0	-0.0033333333333333335	0.0	-3	0	27	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	30	net_impact	Network impact	Net_Impact	higher_better	30	0.0	-0.0022222222222222222	0.0	-2	0	28	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	30	net_strength	Network strength	Net_Strength	higher_better	30	0.0	-0.0033333333333333335	0.0	-3	0	27	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	30	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	-0.0033333333333333335	0.0	-3	0	27	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	30	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0022222222222222222	0.0	2	4	25	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	40	borda	Borda	Borda_Rank	lower_better	30	0.0	-0.0016666666666666668	0.0	-2	0	28	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	40	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.0008333333333333334	0.0	1	2	27	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	40	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	-0.0008333333333333334	0.0	-1	2	26	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	40	net_degree	Network degree	Net_Degree	higher_better	30	0.0	-0.0016666666666666668	0.0	-2	1	26	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	40	net_impact	Network impact	Net_Impact	higher_better	30	0.0	-0.0016666666666666668	0.0	-2	0	28	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	40	net_strength	Network strength	Net_Strength	higher_better	30	0.0	-0.0025000000000000005	0.0	-3	0	27	3	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	40	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	-0.0016666666666666668	0.0	-2	0	28	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	40	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.0016666666666666668	0.0	2	4	25	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	50	borda	Borda	Borda_Rank	lower_better	30	0.0	0.0	0.0	0	0	30	0	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	50	depmap_survivability	DepMap survivability	Depmap_survivability_score	lower_better	30	0.0	0.0006666666666666666	0.0	1	2	27	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	50	net_betweenness	Network betweenness	Net_Betweenness	higher_better	30	0.0	0.0006666666666666666	0.0	1	2	27	1	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	50	net_degree	Network degree	Net_Degree	higher_better	30	0.0	-0.0006666666666666666	0.0	-1	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	50	net_impact	Network impact	Net_Impact	higher_better	30	0.0	-0.0006666666666666666	0.0	-1	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	50	net_strength	Network strength	Net_Strength	higher_better	30	0.0	-0.0006666666666666666	0.0	-1	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	50	net_wci	Network WCI	Net_WCI	higher_better	30	0.0	-0.0006666666666666666	0.0	-1	1	27	2	0.0	0.0
strict_positive_experimental	Strict positive experimental evidence	relaxed_min8_peptide_cov80	Relaxed min-8 + ≥80% longer-peptide coverage	topn	50	tumor_dna_vaf	Tumor DNA VAF	Tumor DNA VAF	higher_better	30	0.0	0.002	0.0	3	4	25	1	0.0	0.0
