sample_id	criterion	criterion_label	cutoff_type	cutoff	method	hit_rate
TCGA-BF-AAOU	min8	Min-8 containment	Top-N	10	Borda	0.4
TCGA-BF-AAOU	min8	Min-8 containment	Top-N	20	Borda	0.4
TCGA-BF-AAOU	min8	Min-8 containment	Top-N	50	Borda	0.22
TCGA-BF-AAOU	min8	Min-8 containment	Top-percentile	1	Borda	1.0
TCGA-BF-AAOU	min8	Min-8 containment	Top-percentile	5	Borda	0.3333333333333333
TCGA-BF-AAOU	min8	Min-8 containment	Top-percentile	10	Borda	0.2
TCGA-BF-AAOU	min8	Min-8 containment	Top-percentile	20	Borda	0.4
TCGA-BF-AAOU	min8	Min-8 containment	Top-N	10	IC50-only	0.2
TCGA-BF-AAOU	min8	Min-8 containment	Top-N	20	IC50-only	0.2
TCGA-BF-AAOU	min8	Min-8 containment	Top-N	50	IC50-only	0.22
TCGA-BF-AAOU	min8	Min-8 containment	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAOU	min8	Min-8 containment	Top-percentile	5	IC50-only	0.3333333333333333
TCGA-BF-AAOU	min8	Min-8 containment	Top-percentile	10	IC50-only	0.4
TCGA-BF-AAOU	min8	Min-8 containment	Top-percentile	20	IC50-only	0.2
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.1
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.15
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.06
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.1
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.05
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.06
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAOU	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.1
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.1
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.04
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.1
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.04
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAOU	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAOU	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAOX	min8	Min-8 containment	Top-N	10	Borda	0.5
TCGA-BF-AAOX	min8	Min-8 containment	Top-N	20	Borda	0.3
TCGA-BF-AAOX	min8	Min-8 containment	Top-N	50	Borda	0.18
TCGA-BF-AAOX	min8	Min-8 containment	Top-percentile	1	Borda	0.0
TCGA-BF-AAOX	min8	Min-8 containment	Top-percentile	5	Borda	0.4444444444444444
TCGA-BF-AAOX	min8	Min-8 containment	Top-percentile	10	Borda	0.35294117647058826
TCGA-BF-AAOX	min8	Min-8 containment	Top-percentile	20	Borda	0.17647058823529413
TCGA-BF-AAOX	min8	Min-8 containment	Top-N	10	IC50-only	0.1
TCGA-BF-AAOX	min8	Min-8 containment	Top-N	20	IC50-only	0.2
TCGA-BF-AAOX	min8	Min-8 containment	Top-N	50	IC50-only	0.24
TCGA-BF-AAOX	min8	Min-8 containment	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAOX	min8	Min-8 containment	Top-percentile	5	IC50-only	0.1111111111111111
TCGA-BF-AAOX	min8	Min-8 containment	Top-percentile	10	IC50-only	0.23529411764705882
TCGA-BF-AAOX	min8	Min-8 containment	Top-percentile	20	IC50-only	0.2647058823529412
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.1
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.05
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.02
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.1111111111111111
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.058823529411764705
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.029411764705882353
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.1
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.1
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.08
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.1111111111111111
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.11764705882352941
TCGA-BF-AAOX	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.11764705882352941
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAOX	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAOX	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAP1	min8	Min-8 containment	Top-N	10	Borda	0.5
TCGA-BF-AAP1	min8	Min-8 containment	Top-N	20	Borda	0.3
TCGA-BF-AAP1	min8	Min-8 containment	Top-N	50	Borda	0.3
TCGA-BF-AAP1	min8	Min-8 containment	Top-percentile	1	Borda	0.5
TCGA-BF-AAP1	min8	Min-8 containment	Top-percentile	5	Borda	0.4444444444444444
TCGA-BF-AAP1	min8	Min-8 containment	Top-percentile	10	Borda	0.35294117647058826
TCGA-BF-AAP1	min8	Min-8 containment	Top-percentile	20	Borda	0.2727272727272727
TCGA-BF-AAP1	min8	Min-8 containment	Top-N	10	IC50-only	0.3
TCGA-BF-AAP1	min8	Min-8 containment	Top-N	20	IC50-only	0.25
TCGA-BF-AAP1	min8	Min-8 containment	Top-N	50	IC50-only	0.18
TCGA-BF-AAP1	min8	Min-8 containment	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP1	min8	Min-8 containment	Top-percentile	5	IC50-only	0.3333333333333333
TCGA-BF-AAP1	min8	Min-8 containment	Top-percentile	10	IC50-only	0.29411764705882354
TCGA-BF-AAP1	min8	Min-8 containment	Top-percentile	20	IC50-only	0.18181818181818182
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.3
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.15
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.1
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.2222222222222222
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.17647058823529413
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.12121212121212122
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.2
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.1
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.04
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.2222222222222222
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.11764705882352941
TCGA-BF-AAP1	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.06060606060606061
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.2
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.1
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.06
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.2222222222222222
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.11764705882352941
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.06060606060606061
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAP1	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAP1	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAP2	min8	Min-8 containment	Top-N	10	Borda	0.6
TCGA-BF-AAP2	min8	Min-8 containment	Top-N	20	Borda	0.5
TCGA-BF-AAP2	min8	Min-8 containment	Top-N	50	Borda	0.32
TCGA-BF-AAP2	min8	Min-8 containment	Top-percentile	1	Borda	0.5
TCGA-BF-AAP2	min8	Min-8 containment	Top-percentile	5	Borda	0.6666666666666666
TCGA-BF-AAP2	min8	Min-8 containment	Top-percentile	10	Borda	0.5
TCGA-BF-AAP2	min8	Min-8 containment	Top-percentile	20	Borda	0.37142857142857144
TCGA-BF-AAP2	min8	Min-8 containment	Top-N	10	IC50-only	0.5
TCGA-BF-AAP2	min8	Min-8 containment	Top-N	20	IC50-only	0.45
TCGA-BF-AAP2	min8	Min-8 containment	Top-N	50	IC50-only	0.38
TCGA-BF-AAP2	min8	Min-8 containment	Top-percentile	1	IC50-only	0.5
TCGA-BF-AAP2	min8	Min-8 containment	Top-percentile	5	IC50-only	0.5555555555555556
TCGA-BF-AAP2	min8	Min-8 containment	Top-percentile	10	IC50-only	0.5
TCGA-BF-AAP2	min8	Min-8 containment	Top-percentile	20	IC50-only	0.4
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.0
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.05
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.06
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.05555555555555555
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.08571428571428572
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.1
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.05
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.1
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.1111111111111111
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.05555555555555555
TCGA-BF-AAP2	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.08571428571428572
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAP2	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAP2	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAP4	min8	Min-8 containment	Top-N	10	Borda	0.6
TCGA-BF-AAP4	min8	Min-8 containment	Top-N	20	Borda	0.4
TCGA-BF-AAP4	min8	Min-8 containment	Top-N	50	Borda	0.26
TCGA-BF-AAP4	min8	Min-8 containment	Top-percentile	1	Borda	1.0
TCGA-BF-AAP4	min8	Min-8 containment	Top-percentile	5	Borda	0.25
TCGA-BF-AAP4	min8	Min-8 containment	Top-percentile	10	Borda	0.42857142857142855
TCGA-BF-AAP4	min8	Min-8 containment	Top-percentile	20	Borda	0.46153846153846156
TCGA-BF-AAP4	min8	Min-8 containment	Top-N	10	IC50-only	0.2
TCGA-BF-AAP4	min8	Min-8 containment	Top-N	20	IC50-only	0.25
TCGA-BF-AAP4	min8	Min-8 containment	Top-N	50	IC50-only	0.28
TCGA-BF-AAP4	min8	Min-8 containment	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP4	min8	Min-8 containment	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAP4	min8	Min-8 containment	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAP4	min8	Min-8 containment	Top-percentile	20	IC50-only	0.15384615384615385
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-N	10	Borda	0.1
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-N	20	Borda	0.15
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-N	50	Borda	0.12
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	Borda	0.14285714285714285
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	Borda	0.07692307692307693
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-N	20	IC50-only	0.1
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-N	50	IC50-only	0.12
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAP4	min8_cov50	Min-8 + >=50% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-N	10	Borda	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-N	20	Borda	0.1
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-N	50	Borda	0.08
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-N	20	IC50-only	0.1
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-N	50	IC50-only	0.08
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAP4	min8_cov70	Min-8 + >=70% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-N	10	Borda	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-N	20	Borda	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-N	50	Borda	0.04
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	Borda	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	Borda	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	Borda	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	Borda	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-N	10	IC50-only	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-N	20	IC50-only	0.1
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-N	50	IC50-only	0.04
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-percentile	1	IC50-only	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-percentile	5	IC50-only	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-percentile	10	IC50-only	0.0
TCGA-BF-AAP4	min8_cov80	Min-8 + >=80% coverage	Top-percentile	20	IC50-only	0.0
TCGA-BF-AAP6	min8	Min-8 containment	Top-N	10	Borda	0.1
TCGA-BF-AAP6	min8	Min-8 containment	Top-N	20	Borda	0.15
TCGA-BF-AAP6	min8	Min-8 containment	Top-N	50	Borda	0.1956521739130435
